Context,Actual,Response
[SOC][User]Could I have the phone number please?[dialog_acts]Attraction-Request[Bot]Absolutely! It's 01223338901. Is there anything else I can do for you?[dialog_acts]general-greet general-reqmore Attraction-Inform[User]I'm also looking for a train departing from cambridge.[dialog_acts]Train-Inform[EOC],[Bot]Can you please give me the destination and the day and time you'd like to leave?,"[SOR][Bot]What day do you want your trip to be, and on what day will you need it?"
"[SOC][User]I'm also looking for a train departing from cambridge.[dialog_acts]Train-Inform[Bot]Can you please give me the destination and the day and time you'd like to leave?[dialog_acts]Train-Request[User]Yes, I'm going to Birmingham new street. It's on Thursday and I'd like to arrive by 15:30.[dialog_acts]Train-Inform[EOC]",[Bot]TR6576 leaves cambridge at 12:01 Thursday and arrives at Birmingham new street at 14:44.  Would you like me to book that for you?,[SOR][Bot]What time would you like to leave or arrive?
"[SOC][User]Yes, I'm going to Birmingham new street. It's on Thursday and I'd like to arrive by 15:30.[dialog_acts]Train-Inform[Bot]TR6576 leaves cambridge at 12:01 Thursday and arrives at Birmingham new street at 14:44.  Would you like me to book that for you?[dialog_acts]Train-Inform Train-OfferBook[User]No need to book it, but can you tell me the price? [dialog_acts]Train-Request[EOC]",[Bot]The price of a ticket is 75.10 pounds. Is there anything else I can do for you?,[SOR][Bot]The price is 13.28 pounds. Would you like me to book it?
"[SOC][User]No need to book it, but can you tell me the price? [dialog_acts]Train-Request[Bot]The price of a ticket is 75.10 pounds. Is there anything else I can do for you?[dialog_acts]Train-Inform[User]That's it for me. Thanks! [dialog_acts]general-thank[EOC]",[Bot]You're welcome!  Have a great day!,[SOR][Bot]Great! Have a great trip!
[SOC][User]I am planning a trip in Cambridge[dialog_acts][Bot]I can help book a train to get you here.[dialog_acts]Train-OfferBook[User]Ok I will book it for you[dialog_acts][EOC],[Bot]How can I help you today? Are you needing train information or is there something else I can do for you?,[SOR][Bot]Can you tell me the date you are traveling and how long the trip will take you from Cambridge to Bishops Stortford?
[SOC][User]Ok I will book it for you[dialog_acts][Bot]How can I help you today? Are you needing train information or is there something else I can do for you?[dialog_acts]general-reqmore[User]I need an expensive place to stay that's 2 stars. [dialog_acts]Hotel-Inform[EOC],"[Bot]I show two hotels in the north, 1 is expensive and 1 is moderate. I also show 1 expensive 2 star hotel in the east. Which area do you prefer?",[SOR][Bot]We have 2 hotels that meet your needs: Gonville hotel and university arms hotel. Do you need more information on either one?
"[SOC][User]I need an expensive place to stay that's 2 stars. [dialog_acts]Hotel-Inform[Bot]I show two hotels in the north, 1 is expensive and 1 is moderate. I also show 1 expensive 2 star hotel in the east. Which area do you prefer?[dialog_acts]Hotel-Request Hotel-Inform[User]Do any of them have free parking?[dialog_acts]Hotel-Inform[EOC]",[Bot]express by holiday inn cambridge has free parking. That looks to be the only option available.,[SOR][Bot]Yes as a matter of fact both the Huntingdon Marriott Hotel and The Cambridge Belfry both have free parking. Would one of them work?
"[SOC][User]Do any of them have free parking?[dialog_acts]Hotel-Inform[Bot]express by holiday inn cambridge has free parking. That looks to be the only option available.[dialog_acts]Hotel-Inform[User]Great, thanks! Which area is it in?[dialog_acts]Hotel-Request[EOC]",[Bot]Its on the East side. Would you like me to book you a room there?,[SOR][Bot]It is in the north. Do you need accommodations or still prefer East Cambridge?
"[SOC][User]Great, thanks! Which area is it in?[dialog_acts]Hotel-Request[Bot]Its on the East side. Would you like me to book you a room there?[dialog_acts]Booking-Inform Hotel-Inform[User]No, thanks. I just need to now the postcode.[dialog_acts]Hotel-Request[EOC]",[Bot]Okay the postcode is cb13lh. ,[SOR][Bot]Sure thing the postcode is cb41da.
"[SOC][User]No, thanks. I just need to now the postcode.[dialog_acts]Hotel-Request[Bot]Okay the postcode is cb13lh. [dialog_acts]Hotel-Inform[User]Thank you. I also need to book a train to Cambridge.[dialog_acts]Train-Inform[EOC]",[Bot]Where are you departing from and on what day?,[SOR][Bot]And what day and time do you prefer?
[SOC][User]Thank you. I also need to book a train to Cambridge.[dialog_acts]Train-Inform[Bot]Where are you departing from and on what day?[dialog_acts]Train-Request[User]i am departing from london liverpool street[dialog_acts]Train-Inform[EOC],[Bot]On what day would you like to travel?,[SOR][Bot]I have a train leaving london liverpool street on thursday and arriving in cambridge by 24:07.  Would you like to book? 
"[SOC][User]i am departing from london liverpool street[dialog_acts]Train-Inform[Bot]On what day would you like to travel?[dialog_acts]Train-Request[User]Saturday, please. I'm thinking just a short vacation over the weekend. [dialog_acts]Train-Inform[EOC]","[Bot]There are 5 trains on Saturday headed to Cambridge, what time are you wanting to leave?",[SOR][Bot]I have four trains meeting your needs. Do you have a preferred departure time?
"[SOC][User]Saturday, please. I'm thinking just a short vacation over the weekend. [dialog_acts]Train-Inform[Bot]There are 5 trains on Saturday headed to Cambridge, what time are you wanting to leave?[dialog_acts]Train-Inform Train-Request[User]What options do I have?[dialog_acts][EOC]",[Bot]the first leaves at 5:39 and the latest leaves at 23:39,"[SOR][Bot]No specific options, I can try to find something you'd like to book for me.  Your help number should I be able to provide more specifics for you trains. "
[SOC][User]What options do I have?[dialog_acts][Bot]the first leaves at 5:39 and the latest leaves at 23:39[dialog_acts][User]I need at a train that leaves after 12:30[dialog_acts]Train-Inform[EOC],[Bot]Ok I have one leaving at 13:39. Shall I book it ?,"[SOR][Bot]Okay, I found 20 trains matching your request. WOuld you like to narrow it down a bit by departure time?"
"[SOC][User]I need at a train that leaves after 12:30[dialog_acts]Train-Inform[Bot]Ok I have one leaving at 13:39. Shall I book it ?[dialog_acts]Train-Inform Train-OfferBook[User]Yes, Can you please book that thank you.[dialog_acts]general-thank[EOC]",[Bot]How many tickets will you need for the train?,"[SOR][Bot]Booking was successful, the total fee is 68.64 GBP payable at the station. Reference number is : LIAGG8LF."
"[SOC][User]Yes, Can you please book that thank you.[dialog_acts]general-thank[Bot]How many tickets will you need for the train?[dialog_acts]Train-Request[User]I just need one ticket. Can you tell me what time it arrives?[dialog_acts]Train-Inform Train-Request[EOC]","[Bot]Booking was successful, the total fee is 13.28 GBP payable at the station .
Reference number is : LMZE8AMH.","[SOR][Bot]There is a train closest to your arrival time at 16:32. You will leave Cambridge at 15:21 and arrive at 15:52. If this works for you, then I will book that for you."
"[SOC][User]I just need one ticket. Can you tell me what time it arrives?[dialog_acts]Train-Inform Train-Request[Bot]Booking was successful, the total fee is 13.28 GBP payable at the station .
Reference number is : LMZE8AMH.[dialog_acts]Train-OfferBooked[User]Great. Thank you so much. [dialog_acts]general-thank[EOC]",[Bot]Your train departs London Liverpool Street Saturday at 13:39 and arrives in Cambridge at 15:07. Can I help connect you to anything else in our city today?,[SOR][Bot]Can I help you with anything else?
[SOC][User]Great. Thank you so much. [dialog_acts]general-thank[Bot]Your train departs London Liverpool Street Saturday at 13:39 and arrives in Cambridge at 15:07. Can I help connect you to anything else in our city today?[dialog_acts]general-reqmore Train-OfferBooked[User]No. Thank you. That will be all for today. Goodbye[dialog_acts]general-thank[EOC],[Bot]Thank you for using the Cambridge TownInfo centre. Goodbye,[SOR][Bot]So glad I could help.   Good bye.
"[SOC][User]I need a taxi arriving by 20:00.[dialog_acts]Taxi-Inform[Bot]Okay, what is your departure site?[dialog_acts]Taxi-Request[User]I am leaving from clare college.[dialog_acts]Taxi-Inform[EOC]",[Bot]And where will you be headed to?,"[SOR][Bot]Your taxi booking is now completed! 675 IPTXA8. Do you need anything else?
"
"[SOC][User]I am leaving from clare college.[dialog_acts]Taxi-Inform[Bot]And where will you be headed to?[dialog_acts]Taxi-Request[User]I need to get to the parkside police station. My boyfriend got himself arrested, again![dialog_acts]Taxi-Inform Police-Inform[EOC]",[Bot]Oh dear! I'm sorry to hear that. I have booked a blue bmw for you. The number is 07860072749,"[SOR][Bot]Your taxi has been booked. It will be a white Tesla, and you can reach them at 07914907765. Anything else I can help with?"
"[SOC][User]I need to get to the parkside police station. My boyfriend got himself arrested, again![dialog_acts]Taxi-Inform Police-Inform[Bot]Oh dear! I'm sorry to hear that. I have booked a blue bmw for you. The number is 07860072749[dialog_acts]Taxi-Inform[User]Great, thanks for the help.[dialog_acts]general-thank[EOC]",[Bot]I'm glad we could help.,[SOR][Bot]You're most welcome! Would you like a taxi?
[SOC][User]Can you help me get to zizzi cambridge after 22:45?[dialog_acts]Taxi-Inform[Bot]Sure! What is your departure site?[dialog_acts]Taxi-Request[User]Saint Johns Chop shop house. [dialog_acts]Taxi-Inform[EOC],[Bot]Okay you are all set with a red bmw,[SOR][Bot]You are all set! Look for a grey toyota and you should have a green one.  Is there anything else I can help you with?
[SOC][User]Saint Johns Chop shop house. [dialog_acts]Taxi-Inform[Bot]Okay you are all set with a red bmw[dialog_acts]Taxi-Inform[User]That is great.  Is there a contact number available?[dialog_acts][EOC],[Bot]The contact number is 07934564095.,[SOR][Bot]07741276454. Is there anything else I can help you with?
"[SOC][User]That is great.  Is there a contact number available?[dialog_acts][Bot]The contact number is 07934564095.[dialog_acts]Taxi-Inform[User]Great, thanks so much for your help![dialog_acts]general-thank[EOC]","[Bot]Is there anything else I can help you with, such as finding a restaurant or an attraction?",[SOR][Bot]Could I help you with anything else?
"[SOC][User]Great, thanks so much for your help![dialog_acts]general-thank[Bot]Is there anything else I can help you with, such as finding a restaurant or an attraction?[dialog_acts]general-reqmore[User]that is all, thanks[dialog_acts]general-thank[EOC]",[Bot]Thank you for choosing Cambridge TownInfo centre to help you with your booking needs. Have a great day!,[SOR][Bot]No problem at all. Have a great evening!
"[SOC][User]I am looking for a restaurant in Cambridge called The Missing Sock.[dialog_acts]Restaurant-Inform[Bot]The missing sock is an international restaurant in the east. The address is Finders Corner Newmarket Road. Do you need any further information?[dialog_acts]general-reqmore Restaurant-Inform[User]Yes, can you give me a phone number please?  [dialog_acts]Restaurant-Request[EOC]",[Bot]Certainly. Their phone number if 01223812660. Can I help you with anything else?,[SOR][Bot]Sure the phone number is 01223446100
"[SOC][User]Yes, can you give me a phone number please?  [dialog_acts]Restaurant-Request[Bot]Certainly. Their phone number if 01223812660. Can I help you with anything else?[dialog_acts]general-reqmore Restaurant-Inform[User]I am also looking to book a train leaving after 18:30 to go to Kings lynn.[dialog_acts]Train-Inform[EOC]",[Bot]There is a train on friday that leaves at 8:11pm. Does that work? ,"[SOR][Bot]I'd be happy to assist you with your request, what is your destination and when were you planning your trip?"
[SOC][User]I am also looking to book a train leaving after 18:30 to go to Kings lynn.[dialog_acts]Train-Inform[Bot]There is a train on friday that leaves at 8:11pm. Does that work? [dialog_acts]Train-Inform Train-OfferBook[User]I'm looking for one that leaves on Tuesday after 18:30. Is there anything available?[dialog_acts]Train-Inform[EOC],"[Bot]There are 5 that could work. How about the TR0525, it leaves at 19:11 and arrives in Kings Lynn at 19:58?",[SOR][Bot]There are twenty trains available. There is the one leaving at 19:58.
